rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
223,MONITOR,41.9075,-87.67750000000001,53,54,1.3823768197401831,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
224,MONITOR,41.7875,-87.6825,29,53,1.3817955607326793,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
225,MONITOR,41.7975,-87.5875,31,72,1.3788353212604918,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
226,MONITOR,41.8625,-87.6175,44,66,1.3746744989157906,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
227,MONITOR,41.9975,-87.7625,71,37,1.3715905249447524,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
228,MONITOR,41.7375,-87.6525,19,59,1.365965653217558,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
229,MONITOR,41.9025,-87.67750000000001,52,54,1.3622804200654286,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
230,MONITOR,41.8675,-87.6575,45,58,1.3605892254180874,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
231,MONITOR,41.6875,-87.6225,9,65,1.3528778267608803,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
232,MONITOR,41.7375,-87.64750000000001,19,60,1.3524680678046777,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
233,MONITOR,41.9175,-87.7475,55,40,1.3518034116892923,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
234,MONITOR,41.9125,-87.6675,54,56,1.3507948026054009,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
235,MONITOR,41.7775,-87.6825,27,53,1.350461812702718,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
236,MONITOR,41.9225,-87.7775,56,34,1.348384127005299,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
237,MONITOR,41.9525,-87.7475,62,40,1.3387579136804844,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
238,MONITOR,41.9325,-87.7275,58,44,1.334421274353259,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
239,MONITOR,41.7925,-87.6175,30,66,1.33399480153826,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
240,MONITOR,41.7775,-87.66250000000001,27,57,1.3330296237428527,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
241,MONITOR,41.8775,-87.6725,47,55,1.332724908333969,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
242,MONITOR,41.8725,-87.6175,46,66,1.3283751654498048,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
243,MONITOR,41.9925,-87.7125,70,47,1.3276940332618925,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
244,MONITOR,41.7525,-87.5775,22,74,1.3260906692812238,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
245,MONITOR,41.8925,-87.75750000000001,50,38,1.324219148096472,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
246,MONITOR,41.8975,-87.6875,51,52,1.3237768185215566,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
247,MONITOR,41.7875,-87.63250000000001,29,63,1.3235522546503091,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
248,MONITOR,41.8775,-87.6825,47,53,1.321337547320562,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
249,MONITOR,41.9975,-87.6975,71,50,1.3187784714992463,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
250,MONITOR,41.8625,-87.7275,44,44,1.31756278140649,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
251,MONITOR,41.8575,-87.7075,43,48,1.3171486319499937,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
252,MONITOR,41.8825,-87.7175,48,46,1.3142403904281343,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
253,MONITOR,41.9525,-87.7075,62,48,1.3111631555176455,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
254,MONITOR,41.8375,-87.6675,39,56,1.3054291537897724,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
255,MONITOR,41.9025,-87.7675,52,36,1.3044877538439497,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
256,MONITOR,41.9975,-87.66250000000001,71,57,1.3012304116240838,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
257,MONITOR,41.8025,-87.6225,32,65,1.2941174437634633,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
258,MONITOR,41.8875,-87.75750000000001,49,38,1.2885947477576365,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
259,MONITOR,42.0125,-87.6825,74,53,1.2884022358899312,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
260,MONITOR,41.9525,-87.64750000000001,62,60,1.2864787823935686,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
261,MONITOR,41.7975,-87.6825,31,53,1.285755329755689,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
262,MONITOR,41.8575,-87.6575,43,58,1.285220799936056,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
263,MONITOR,41.8175,-87.7425,35,41,1.2803564927209787,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
264,MONITOR,41.7225,-87.66250000000001,16,57,1.2794612120614823,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
265,MONITOR,41.9925,-87.6575,70,58,1.274699622262973,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
266,MONITOR,41.7375,-87.6125,19,67,1.2703202511606582,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
267,MONITOR,41.8975,-87.6575,51,58,1.267451513730404,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
268,MONITOR,41.8125,-87.7025,34,49,1.2667944884581068,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
269,MONITOR,41.7725,-87.6275,26,64,1.2664753263599824,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
270,MONITOR,41.8825,-87.7125,48,47,1.2660993384143644,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
271,MONITOR,41.9475,-87.7075,61,48,1.2637674406157435,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
272,MONITOR,41.8825,-87.67750000000001,48,54,1.2629227485904009,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
273,MONITOR,41.9825,-87.8375,68,22,1.25542268071817,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
274,MONITOR,41.7375,-87.6025,19,69,1.250036255129389,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
275,MONITOR,41.9225,-87.7375,56,42,1.2498905884836802,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
276,MONITOR,41.8975,-87.7225,51,45,1.2491721561625142,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
277,MONITOR,41.8825,-87.6825,48,53,1.248225921799792,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
278,MONITOR,41.9325,-87.6975,58,50,1.2476383147796624,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
279,MONITOR,41.7725,-87.5875,26,72,1.245024815010987,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
280,MONITOR,41.8425,-87.7225,40,45,1.24479078427711,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
281,MONITOR,41.9325,-87.7475,58,40,1.2444490553981646,4,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
282,MONITOR,41.8975,-87.7175,51,46,1.2438045008986032,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
283,MONITOR,41.8775,-87.7625,47,37,1.2389333570295786,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
284,MONITOR,41.8175,-87.6825,35,53,1.2362787376701134,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
285,MONITOR,41.8075,-87.5925,33,71,1.231759754532824,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
286,MONITOR,41.9525,-87.6675,62,56,1.2308725198489237,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
287,MONITOR,41.6925,-87.6425,10,61,1.228730674675422,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
288,MONITOR,41.8675,-87.7125,45,47,1.22839452333211,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
289,MONITOR,41.7525,-87.63250000000001,22,63,1.2268744814926251,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
290,MONITOR,41.8625,-87.7075,44,48,1.225279969566463,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
291,MONITOR,41.7275,-87.5825,17,73,1.2232137565046948,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
292,MONITOR,41.8325,-87.6225,38,65,1.2196931706642875,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
293,MONITOR,41.7725,-87.6425,26,61,1.2195004749015732,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
294,MONITOR,41.8325,-87.6075,38,68,1.2160389388678037,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
295,MONITOR,41.9275,-87.67750000000001,57,54,1.2146407898034135,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
296,MONITOR,41.9925,-87.7075,70,48,1.2115740398890138,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
297,MONITOR,41.7675,-87.5775,25,74,1.2106383099040308,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
298,MONITOR,41.7775,-87.7025,27,49,1.210143677019954,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
299,MONITOR,41.7575,-87.5775,23,74,1.209633696031329,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
300,MONITOR,41.7525,-87.6175,22,66,1.2091704138735095,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
301,MONITOR,41.9675,-87.6675,65,56,1.2085479987362944,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
302,MONITOR,41.7425,-87.66250000000001,20,57,1.2067231819292896,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
303,MONITOR,41.9075,-87.7675,53,36,1.2067195087836975,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
304,MONITOR,41.9125,-87.67750000000001,54,54,1.203593330078648,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
305,MONITOR,41.9375,-87.7275,59,44,1.2011873479357351,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
306,MONITOR,41.8975,-87.7025,51,49,1.2004947266649502,5,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
307,MONITOR,41.9425,-87.6425,60,61,1.1994291324344732,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
308,MONITOR,41.9925,-87.88250000000001,70,13,1.1993546404073874,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
309,MONITOR,41.9325,-87.7675,58,36,1.1978775572886189,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
310,MONITOR,41.7475,-87.6075,21,68,1.197666695481887,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
311,MONITOR,41.7675,-87.6125,25,67,1.197386775112403,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
312,MONITOR,41.9025,-87.7275,52,44,1.1963007364784295,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
313,MONITOR,41.9025,-87.7175,52,46,1.1957836840430611,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
314,MONITOR,41.8075,-87.66250000000001,33,57,1.194581276042226,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
315,MONITOR,41.8525,-87.6675,42,56,1.1935821473592003,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
316,MONITOR,41.9675,-87.7075,65,48,1.191744439458272,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
317,MONITOR,41.9975,-87.8125,71,27,1.1879675821558275,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
318,MONITOR,41.7225,-87.55250000000001,16,79,1.1841043987170752,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
319,MONITOR,41.7075,-87.6425,13,61,1.1806608306429844,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
320,MONITOR,41.8675,-87.6525,45,59,1.1791405888629582,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
321,MONITOR,41.9325,-87.6875,58,52,1.17910740084767,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
322,MONITOR,41.8425,-87.6875,40,52,1.17648873304661,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
323,MONITOR,41.7575,-87.5975,23,70,1.1762876951204726,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
324,MONITOR,41.8075,-87.7025,33,49,1.1762703162460155,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
325,MONITOR,41.9275,-87.64750000000001,57,60,1.1687769683097218,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
326,MONITOR,41.9775,-87.6875,67,52,1.1682689592072557,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
327,MONITOR,41.8725,-87.6975,46,50,1.1667400513208337,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
328,MONITOR,41.9975,-87.78750000000001,71,32,1.1662782662267477,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
329,MONITOR,41.7125,-87.6125,14,67,1.1645670466112708,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
330,MONITOR,41.7275,-87.5875,17,72,1.1634604955610923,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
331,MONITOR,41.8775,-87.7225,47,45,1.1599893134711643,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
332,MONITOR,41.8575,-87.6275,43,64,1.1595049520779146,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
333,MONITOR,41.8075,-87.7225,33,45,1.1529973942981868,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
334,MONITOR,41.9125,-87.7475,54,40,1.152063256927543,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
335,MONITOR,41.9925,-87.69250000000001,70,51,1.1489156282756026,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
336,MONITOR,41.7825,-87.6225,28,65,1.1486766453844313,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
337,MONITOR,41.7375,-87.6175,19,66,1.144670566772739,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
338,MONITOR,42.0125,-87.7075,74,48,1.143877126482321,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
339,MONITOR,41.9125,-87.6875,54,52,1.143247281612303,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
340,MONITOR,41.7675,-87.6525,25,59,1.1413907418083251,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
341,MONITOR,41.8975,-87.7675,51,36,1.1394884815971322,5,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
342,MONITOR,41.9025,-87.6375,52,62,1.137750976369376,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
343,MONITOR,41.9025,-87.6575,52,58,1.136728838300841,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
344,MONITOR,41.9375,-87.6425,59,61,1.1342465842483065,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
345,MONITOR,41.9675,-87.6875,65,52,1.134030024373328,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
346,MONITOR,41.9425,-87.64750000000001,60,60,1.1311891167853965,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
347,MONITOR,42.0175,-87.6675,75,56,1.1307643252846444,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
348,MONITOR,41.9075,-87.6725,53,55,1.1274666424906967,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
349,MONITOR,41.8825,-87.7025,48,49,1.1260510952560816,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
350,MONITOR,41.8725,-87.63250000000001,46,63,1.125600532214057,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
351,MONITOR,41.9125,-87.8075,54,28,1.1238883574130687,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
352,MONITOR,41.7375,-87.63250000000001,19,63,1.1189631782464051,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
353,MONITOR,41.8975,-87.75750000000001,51,38,1.1178291373241416,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
354,MONITOR,41.7925,-87.7225,30,45,1.117586390195464,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
355,MONITOR,41.8075,-87.6025,33,69,1.1164839093390098,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
356,MONITOR,41.8375,-87.7225,39,45,1.115287686375269,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
357,MONITOR,41.8175,-87.5975,35,70,1.1141509880589011,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
358,MONITOR,41.8175,-87.6275,35,64,1.1136559132387842,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
359,MONITOR,41.8525,-87.6275,42,64,1.1119429612920382,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
